지금, 만나러 갑니다
10,진짜..말할수없는 비밀이랑 그시절 우리가 좋아했던 그 소녀와 더불어 내 생에 최고의 멜로영화입니다..어쩜 이렇게 아름다운 영화가 또 있을까요 진짜 최고..
10,말이필요없는영화
10,감덩
10,정말 감동적이예요영화포스터만봐도마음이따뜻해지고먹먹해지는느낌~시간여행이라는판타지적인부분이영화의스토리의현실감을떨어뜨리지않는게신기할정도로스토리가좋습니다!맘에들어요
9,.
10,정말 좋네요 ^^ 꼭 보세요 저런 사랑이 있을까요
10,이영화는 정말 눈물 찡한 영화인거 같내요.. 저런 아픈 사랑... 가슴 아파죽겟네요...
10,다른  멜로와 달리  남녀간의 사랑얘기만  하지않고 가족애를 그린 영화라서 더욱더 오래남는거같고 더 슬프게하는거같아요  거의 베스트무비라고 칭할정도로 재미있게봤고  원래 일본영화는 선호하는편이 아닌데 이영화는 두고두고 봐도 될만큼 감동적이였네요.
10,최고~~잔잔하고 재밋었음
9,여주인공이 아름답다. 매력포인트는 콧구멍이다..콧구멍보고 사랑의감정을 느끼긴 처음이야..
10,내 마음의 꺼졌던 사랑의 불씨를 다시금 타오르게하는 영화
9,첫사랑과 죽음이라는 분명 진부한 소재인데, 신기하게도 첨부터 끝까지 사랑이라는 감정이 마음속으로 고스란히 다가온다. 이것만으로도 볼 가치는 있고, 배우들의 연기도 좋다.
10,진짜 이건 명작 중에 명작 ㅠㅠ
8,감동적이다 근데 지루하기도하다
10,.
10,간만에 가슴이 뭉클해지는 영화를 볼 수 있어서 기뻣다.
10,감독이 천재임
10,Good
10,처음부터 끝까지 애틋하고 잔잔하며 작고 소소하지만 행복한 이야기.
10,정말 감동적ㅜㅜ
1,살짝 높긴 하네요
10,내가본영화중가장아름답고슬픈영화ㅠㅠ
10,작품은 오래보아야 아름답다고 했지 이작품도 그렇다
10,아름답다.
10,대박
1,너무높다
10,당연 최고의 영화.
10,아름답다 ^^ 행복하겠다 ㅜ
1,영화보다가 안구건조증 걸릴뻔... 와.. 평점도 높고 슬프다기에 오랜만에 진한 슬픔에 잠기고 싶어서 봤는데.....도대체 이 영화를 보고 엉엉 우셨다는 분은 어디에서 그렇게 슬프셨는지.. 아.. 난 진짜.. 슬프진 않았음. 걍 아름다운 사랑..ㅇㅇ
10,완전 감동이에요 살짝의 반전도 좋구요 구성이 탄탄한거같아요ㅎㅎ
10,눈물 주륵
9,반전과 로맨스가 공존하는 영화 더 이상 말이 필요없어요. 환상적입니다.뭔가.. 아쉬운 부분이 남아서 9점입니다
10,내인생 최고의 영화 ㅎㅎㅎㅎ
9,아름답지만 슬픈영화
10,오랜만에 다시 보게됐는데 역시 또 봐도 대박이네요.
8,엉엉
9,비현실적요소가 살짝 가미됬지만 진짜 마지막에 상상도 못했던 부분에서 눈물을 터뜨리는 영화
9,자신이 죽을걸 알면서도  다시  그남자와  아들을  보기위해  죽음을  택하는  여인  감동적...
10,ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
10,드믈게 세번 본 영화
9,진실한 사랑을 정말 애절하게 잘 만들었다. 여운이 많이 남는데, 반전때문인것 같다. 훈훈한 감돌을 선사해준다!
9,명불허전이네... 평점이 너무 높길래 식상한 상황설정(타임리프, 불치병, 신파..)로 실망할 줄 알았는데, 원작 소설이 워낙 좋은 것 같기도 하고. 배우도 연기도 전부 좋기도 하고. 지금, 내가 만나러가고싶은 사람.
10,눈물 다 짰네
10,그냥 밋밋하게 끝날것같았던 멜로에 참신한 지뒷이야기를 더하여 좀더 감동이 배가 되었네요 꼭보세요 ㅠㅠ
10,사고나서 못만났을때도 케잌 몇년치 예약하는것도 너무너무 슬펐다. 마지막에 다이어리도 너무슬펐다. 잔잔한 여운이 남는 영화인것같다 :))
10,진짜 여운 남는 영화에요 영화보면서 잘 안우는데 이 영화는 보는 내내 눈물흘리면서 봤어요 아직 안보고 볼까 고민중이시라면 추천해요ㅎㅎ
10,5년만에 다시 본 영화...정말 명작이다. 가슴이 터질 것 같아.
10,답없는영화 개쩌네
10,엉엉 ㅠㅠ
10,10점 말이 필요 없어요 ..
10,감동적
1,진짜 1점이라고 생각하는 건 아니고, 평점이 너무 과하다. 그냥 순수하고 예쁜 사랑이라는 생각이 들뿐 감동이 크진 않다. 7점이 적당하다.
10,감독 천재
10,간만에 정말 감동적인 영화 봤습니다.. 마음을 치유해주는 듯한 기분이네요.. 영화를 보고 가장 여운이 남는 것은.. 미오가 자신의 미래를 알고도 타쿠미와 유우지를 선택했다는 것.. 사랑하고 또 행복했기 때문에.. 아.. 너무 감동적임
10,영화의 시간적 한계를 쉽게 극복했고 짧지만 짧은 느낌이 전혀 안나고 오히려 긴 느낌이었다. 그리고 강렬했다.
10,유코 언니 정말 예쁘게 나온 영화!! 이 유명한 영화를 이제서야 봤네요.. 시간을 초월한 사랑을 한번쯤 꿈꾸게 만드는 영화입니다
10,보면서 엄마생각 완전히 많이 났다 ㅠㅠㅠ 완전 감동....ㅠㅠ
9,일본은 멜로영회는 잘찍는듯  슬프고 여운이 남는다두남녀의 첫사랑
10,쩔어 ㅠㅠㅠ원래영화보고펗점도안쓰고 울지도않는내가 ㅠㅠ펑펑울고 평점까지쓰고잇다ㅇ하...진짜짱이다
9,난슬픈영화보면 펑펑우는데 ㅅ이건 눈물은안났다 분위기없게봐서그런가..
10,찐하게 잠깐 남는 감동이 아니라 잔잔하게 오래가는 감동을 준 영화
10,이 영화 거짓말 않하고 7번 봤습니다. 그럴만한 가치 있습니다. 영화 개봉했을 때 볼 영화없어서 어쩔 수 없이 봤지만 이 영화를 본 것이 행운이었습니다. 나의 말라있는 감정을 적셔는 영화
10,최고
10,가슴 속에 뜨겁진 않지만 따뜻한 어쩌면 그 어떤 뜨거움보다 오래 남을 따뜻함을 주는 영화입니다. 운명적인 사랑을 찾아 아니 운명임을 이미 알기에 지금 만나러 갑니다..
4,평점이 높길래 기대를 많이하고 본탓인지 별로였던영화같아요..솔직히 말해서 순수한사랑을 표현한건 아름답지만 너무 지루했어요..그리고 감동을 주다가만느낌?이 많이들었고 어떤부분이 엄청슬픈장면인지도 모르겠어요 다 고만고만해서; 무튼 다시는안보고싶은영화
10,참... 눈물 참을수가 없네.....ㅠㅠ 진심 안보면 후회합니다 안보신분 꼭 보세요!!
10,죽기전에 한 번 봐야할 영화 중 하나. 보면 잊을 수 없다. 음악은 더욱 놀랍다
10,사춘기시절 내게 충격을 준 영화. 그 당시 고삼인데 열다섯번 이상은 본듯함. OST가 너무 유명해서 최근까지도 방송에서 많이 쓰임. 장면하나하나도 너무 감동적. 현실성 없어도 너무 극적으로 아름다움. 보고 또 봐도 너무 감동적이에요. 연출력도 대단함.
10,나도 저런 사랑해보고싶다
10,영상도 너무예쁘고 감동이다.. DVD사야겠다 내가본 멜로영화중 최고라고하고싶다
10,마음 한 구석에서 따뜻한 것이 잔잔하게 퍼지는 듯한 느낌이 드는 영화.
10,ㄱ굿 ㅠㅊ퓨ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
10,행복합니다
10,잔잔하게 여운이 남는영화다
10,진하게 오래 남네요 ㅠㅠ
10,그냥 보세요.
10,진짜 감동 ㅠㅠ
1,내가 본영화중에 제일 최악이었음;;;--
10,ㅠㅠ역시 명작. 일본영화중에서는 이게 제일 재미있는거 같아요
10,남자배우 연기가 살짝아쉬우나.. 여배우의 아름다움이 다 흡수해주느듯
10,이렇게나 슬프고 감동적인 멜로영화는 처음이다..
10,잼잇다 진짜로
10,아름답고 따뜻한 영화입니다 오랜만에 진짜 명작 봤네요 책으로도 빌려볼 예정입니다
10,예번에 본 영화지만 지금 령점을 한다.영화를 개연으로 놓고 보자면 아주 터무니없는 현실성없는 영화이지만  여기서 우리는 이  영화를  개연성을  재끼고  다른  시각에서 봐야한다는것이다.그것이  이  영화를   뜻깊게  볼수있는  새로운 시각의관점이다
10,이제서야 이명작을 봐서 후아...정말 명작이다
10,이제서야 봤지만. . . . . 오늘날씨도 딱 비오고갠 날씨. . . . . 날 미치게 만드는구나. . . ㅜㅜ좋다. . . . 너무나. . . . . . . . . .
10,미치도록 영화가 예뻐보임 유명한 일본영화는 꼭눈물이나고 미칠거같더라..부러운나라
10,사나이 울리는 지금 만나러 갑니다...........
10,대박 꼭보셈
10,대학 다닐때 항상 손에 들고나닌 책이 영화로도 나왔었습니다. 진짜 영화 책 어느거하나 만점을 안줄수가 없네요 ㅠㅠ
10,걍 짱
10,예전에 이 영화를 알게되어 보았는데검색에서 이제만나러갑니다를 검색한다는게 무심코 다시만나러갑니다를검색하게 되었네요 ^^; 무심코 검색한것이 아직도 머리속에 남아 있나봅니다.최근들도 이 영화를 보시는 분들이 있다는것에 놀라움을~
9,빨리 안 보고 뭐해? 평소 감동있는 영화를 봐도 별 감동을 못느끼다가 이 영화를 보고 감동은 물론 떠올려보니 눈물도 약간 고일듯 말듯하더라.. 약간의 허전함이 있어서 좀 아쉽지만 어쨋든 감동감동~!
10,나이 40 에 눈물흘리면서 본 영화... 잔잔하고 따뜻하다...
10,최고의 멜로~
10,내가 가장 좋아하는 영화~정말 감동적인 영화~
8,나름 좋았음
10,굿굿
10,초반부를 보면서 과연 내용을 어떻게 이을지 마무리가 어떨지 정말 궁금했습니다. 멜로장르를 좋아하는 사람으로서 정말 따뜻해지는 영화였네요.
8,괴롭다. 감정을 잘못느껴서 괴롭다. 그나마 올해 본영화중에 가장 감정을 잘느끼게 해줬다. 근데 아쉬운점은 마지막부분 내래이션할때 약간의 감정싫는 부분이 아쉬웠지만 역시 일본은 영화는 잘만든다. 만약에 일본이 망해도 영화는 영원히 남기를.....
2,아주 솔직히 말할게요... 기대 안하고 봤는데 기대보다 저 아래아래아래... 지루하고 마무리만 어떻게 하려고 노력한 티 나고 슬프지도 않고... 왜 평점이 이렇게 높은지도 모르겠어요....순수한 사랑을 그린 점은 참 아름다웠는데 그게 끝.
10,초반부를 보면서 막장이 될까 걱정했는데.. 정말  제 자신을 부끄럽게 만들었던 결말. 정말 걸작입니다.
10,다케우치 유코로 시작해서 다케우치 유코로 끝나는 영화. 스토리도 좋았지만 역시 미오라는 캐릭터를 한껏 살려 연기해준 그녀와 그녀의 미소에 박수를 보냅니다.
10,오늘 봤는데 누군가를 사랑하고 싶어졌습니다 ㅎ 꼭 보셨으면 좋겠습니다.
10,그냥 할말이 안나오게 만드는 영화
10,정말최고의영화네요!!
10,남자로써 부럽고 그렇습니다.. 첫사랑을 이루어내다니.. 좋은 영화입니다.
10,너무 몽환적이고 아름다운 영화였네요 ㅜㅜ 저는 이ㅇ영화가 주는 의미를 잘은 모르겠어서 깊은 생각 없이 봤는데 그것만으로도 아름다웠던 영화였습니다.
10,나이가 들어가는것과 자식을 낳아 기르는것에 따라 느끼는게 틀려지는 영화.
10,세상에 이렇게 아름다운 영화를 이제서야 보다니.. 해바라기밭에서 다시만난 세상에서 단 하나뿐인 사랑이 너무 아름다웠다.. 운명적인 사랑은 진짜 있나보다
10,일본 멜로는 역시 최고다..ㅋㅋ
10,감동 을 이루어 말할 수 없다. 최고의 로맨스 명작
10,예전에 여자친구하고 영화볼때 챙피하게 펑펑 운기억이있었는데.. 다시한번 예전기억이 나서 봤는데.. 다시 똑같이 챙피하게 눈물나게 여운있구 슬프네요 좋은영화 감사합니다^^
10,순수한사랑이 좋았다 하지만 다시만나지못해서 한쪽가슴이찡하다
10,다이어리 회상씬에서 영화보면서 처음으로 울었음 ㅠㅠ
10,감성자극.. 영화 보면서 이렇게 펑펑 운건 처음이다..ㅠㅠ
10,배경음 너무 좋았어요 감동적이네요
8,Good!
10,안보신분이있다면꼭보세요
9,개연성 및, 연기, 그리고 bgm. 어느하나 빠지지않는 멋진 작품. 작품성만 따지면 클래식보다 한 수 위의 작품이라고 볼 수 있음. 다만, 일본작품이라서 클래식보단 한국인의 감성에 맞지않을지도. 하지만, 개인적으로 최고의 멜로 영화중 하나라고 생각함.
10,그냥 보세요
10,나카무라 시도 나쁜자식 다케우치유코를 어디서
10,일본 최고 영화라고 말해주고싶네요...
10,이런 영화를 볼수있어서 행복하네요 .....
10,정말 재미있었습니다 .....
1,일본 영화는 백이면 백 재미 없다.특히 이영화는평점이 높아서 기대하고 봣는데 완전 꽝 일본 그 특유의 가식적인 이름다움이 너무 싫다....연기도 다들 못한다 정말로...
10,bbbbbbbbbbbbbbbbbbbbbbbb
10,감동적이네요ㅠㅠ
3,사람들이 추천하길래 보긴봤는데 솔직히 별로네요. 보다가 잠깐 졸았습니다.
10,최고에요ㅠㅠ
1,결말 부분은 상당히 좋앗다 그런데 왜 이렇게 까지 평점이 높은지는 잘 모르겟다.한번 더 봐야겟다. 이런장르의 영화나 애니를 너무 많이 본탓인지...
10,뒤늦게 영화봤는데 펑펑울어서 눈이 없어질것 같아요ㅠㅜ
10,정말 감동적으로 본 영화 마지막 ㅣ장면에서 그 여자가 사랑과 죽음의 삶을 택했을 때지렸음
10,누군가를 좋아하게되고 사랑하는 마음                                                지금, 만나러갑니다♥
10,너무나도 감동적인 영화...정말 감동적인 영화입니다
10,와 나도 이거 보고 알았다... 사랑이 이렇고... 만남이 이런거구나... 나도 마음씨좋고 평생 내옆에 있어주는 여자를 만나자 그럼 그여자가 못생겨도 나한테는 예뻐보이고 웃을때가 가장예쁠것이다... 많이보고 깨달았다...
10,10점 이상 주고싶은 영화네요..ㅎ
10,언제 봐도 폭풍감동 ㅜㅜㅜㅜ
10,폭풍감동ㅜㅜ십점으로 부족함ㅠㅠㅠ
10,언제봐도 감동적인 영화 오렌지렌지에 花 랑 너무 잘어울리는..
10,제 생에 가장 슬프고 재미있는 영화였어요 정말 최고....
10,여자 너무 예쁘고 최고였어요 ㅠㅠㅠ 정말 짱입니다 꼭보세요
10,최고다
10,지존..ㅎㅎㅎㅎ
10,대박 영화
10,잔잔하면서도 아름다웠다
10,여주인공 내스타일이다
10,생애 최고의영화
10,학교에서이영화를보여줫는데슬프면서재밋어요...^^
10,최고의 영화네요..
10,가볍게 보면 아무렇지 않게 판타지적요소를 집어넣은 영화로 볼수있지만 깊게 생각해보면 왜 평점이 높은지 알게되네요.
